ShortName;ValorSymbol;ValorNumber;ISIN;TitleSegmentDesc;BasketMembershipsSymbols;TradingBaseCurrency;ClosingPrice;ClosingPerformance;ClosingDelta;BidVolume;BidPrice;AskPrice;AskVolume;MidSpread;PreviousClosingPrice;LatestTradeDate;LatestTradeTime;OpeningPrice;DailyHighPrice;DailyLowPrice;ClobVolume;OffBookVolume;SwissAtMidVolume;SwissAtMidRatioOnMarket;SwissAtMidRatioTotal;SwissAtMidTurnover;EbboVolume;TotalTurnover;TotalTurnoverCHF;GeographicalAreaDesc;ListingSegmentDesc;SecTypeDesc
SFS Group N;SFSN;23922930;CH0239229302;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C2000P|C2000T|C2700P|C2700T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET;CHF;129.8;-1.74;-2.3;500;129.1;134.5;120;4.0971;132.1;20220110;173124.455;132.5;132.8;129.1;45009;0;6013;13.0326;11.53;786061.35;1129;6820871.85;6820871.85;Switzerland;Swiss Reporting Standard;Registered share
SGS N;SGSN;249745;CH0002497458;Swiss Shares;SMIC|SPIX|SLCI|SOCI|SLCIX|SOCIX|SXRSX|SSIP|SSIRT|SMI|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SMIEUR|SMIEXC|SMIEXP|C2000P|C2000T|C2700P|C2700T|SLI|SLIC|SMIDVP|SLIDP|SSUSTX|SSUST|SMCEUR|SLCEUR|SLIEUR|SMIUSD|SMCUSD|SLIUSD|SLCUSD|SPIRP|SPIRV|SPILP|SPIQP|SPIMTP|SPIRPE|SPIRVE|SPILPE|SPIQPE|SPITPE|SPIRPC|SPIRVC|SPILPC|SPIQPC|SPIMTC|SPIRPD|SPIRVD|SPILPD|SPIQPD|SPITPD|ESCGIP|ESCGIT|SPI20|SPI2C|ESCGLP|ESCGLT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET|SPIEMTP|SPIEQC|SPIEMTC|SPIELC|SPIERV|SPIEQP|SPIERD|SPIELP;CHF;2915;-1.92;-57;1;2890;+Market;8;0;2972;20220110;173049;2974;2974;2887;19802;0;415;2.0894;2.0467;1208087.5;60;59165699.5;59165699.5;Switzerland;International Reporting Standard;Registered share
SHL TELEMEDICINE N;SHLTN;1128957;IL0010855885;Foreign Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C4000P|C4000T|C4500P|C4500T|SXSLIX|SXSLI|ESCGIP|ESCGIT;CHF;17.8;-5.82;-1.1;506;17.8;18;34;1.1173;18.9;20220110;173049;17.8;17.8;17.8;759;0;0;0;0;0;0;13510.2;13510.2;Israel;International Reporting Standard;Registered share
SIEGFRIED N;SFZN;1428449;CH0014284498;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SLIFE|SLIFEX|SPIEX|SPIEXX|C4000P|C4000T|C4500P|C4500T|SXSLIX|SXSLI|SPISZ|SPIMP|SPILP|SPIMTP|SPISPE|SPIMPE|SPILPE|SPITPE|SPISPC|SPIMPC|SPILPC|SPIMTC|SPISPD|SPIMPD|SPILPD|SPITPD|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET|SPIGE|SPIGT|SPIEMTP|SPIESZ|SPIEMTC|SPIEMC|SPIELC|SPIESC|SPIEMP|SPIELP;CHF;806;-4.84;-41;45;+Market;+Market;5;;847;20220110;173049;845.5;849;800.5;8941;0;1057;11.6989;10.4736;887340.25;94;8297509.75;8297509.75;Switzerland;Swiss Reporting Standard;Registered share
SIG Combibloc Grp N;SIGN;43537795;CH0435377954;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|SMIMC|SMIM|SMIEXC|SMIEXP|C2000P|C2000T|C2700P|C2700T|SXSLIX|SXSLI|SMIMDP|SSUSTX|SSUST|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET|SPIGE|SPIGT;CHF;23.54;-2.32;-0.56;1142;+Market;24;250;;24.1;20220110;173049;24.18;24.28;23.18;747591;0;36840;4.9062;4.6768;879297.35;3291;18609982.43;18609982.43;Switzerland;International Reporting Standard;Registered share
SIKA N;SIKA;41879292;CH0418792922;Swiss Shares;SMIC|SPIX|SLCI|SOCI|SLCIX|SOCIX|SXRSX|SSIP|SSIRT|SMI|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SMIEUR|SMIEXC|SMIEXP|C2000P|C2000T|C2300P|C2300T|SLI|SLIC|SMIDVP|SLIDP|SMCEUR|SLCEUR|SLIEUR|SMIUSD|SMCUSD|SLIUSD|SLCUSD|SPIMP|SPIRP|SPILP|SPIMTP|SPIMPE|SPIRPE|SPILPE|SPITPE|SPIMPC|SPIRPC|SPILPC|SPIMTC|SPIMPD|SPIRPD|SPILPD|SPITPD|ESCGIP|ESCGIT|SPI20|SPI2C|ESCGLP|ESCGLT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET|SPIEMTP|SPIEMTC|SPIERC|SPIEMC|SPIEMP|SPIERP;CHF;340.3;-5.55;-20;213;+Market;+Market;48;;360.3;20220110;173549.749;361.1;361.5;338.3;451389;0;42545;9.372;8.5689;14808791.15;2572;171312646.55;171312646.55;Switzerland;International Reporting Standard;Registered share
SKAN N;SKAN;1339601;CH0013396012;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C2000P|C2000T|C2700P|C2700T|SXSLIX|SXSLI|ESCGIP|ESCGIT;CHF;75.3;-4.56;-3.6;250;73.1;80;180;9.0137;78.9;20220110;173049;80;80;72.2;56822;0;6702;11.6998;10.4743;498069.65;461;4803657.95;4803657.95;Switzerland;Swiss Reporting Standard;Registered share
SNB N;SNBN;131926;CH0001319265;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C8300P|C8300T|C8000P|C8000T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET;CHF;5300;-7.02;-400;1;5300;5600;3;5.5046;5700;20220110;173049;5700;5700;5300;116;0;0;0;0;0;1;638420;638420;Switzerland;Swiss Reporting Standard;Registered share
SOFTWAREONE N;SWON;49645150;CH0496451508;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C9500P|C9500T|C9000P|C9000T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET;CHF;18.4;-4.27;-0.82;100;18.5;18.7;1000;1.0753;19.22;20220110;173049;19.1;19.24;18.2;510158;0;16456;3.1647;3.0676;302561.2;9831;9905738.14;9905738.14;Switzerland;International Reporting Standard;Registered share
SONOVA N;SOON;1254978;CH0012549785;Swiss Shares;SPIX|SLCI|SOCI|SLCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SLIFE|SLIFEX|SBIOM|SPIEX|SPIEXX|SBIOMX|SMIMC|SMIM|SMIEXC|SMIEXP|C4000P|C4000T|C4500P|C4500T|SLI|SLIC|SMIMDP|SLIDP|SSUSTX|SSUST|SLCEUR|SLIEUR|SLIUSD|SLCUSD|SPIMP|SPIRP|SPILP|SPIQP|SPIMTP|SPIMPE|SPIRPE|SPILPE|SPIQPE|SPITPE|SPIMPC|SPIRPC|SPILPC|SPIQPC|SPIMTC|SPIMPD|SPIRPD|SPILPD|SPIQPD|SPITPD|ESCGIP|ESCGIT|ESCGLP|ESCGLT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET|SPIEMTP|SPIEQC|SPIEMTC|SPIERC|SPIEMC|SPIELC|SPIEQP|SPIEMP|SPIERP|SPIELP;CHF;322.5;-4.19;-14.1;98;+Market;+Market;68;;336.6;20220110;173630.167;338.2;338.2;321.7;194429;7654;25863;13.2356;11.2977;8451040.8;976;74837346.4;74837346.4;Switzerland;International Reporting Standard;Registered share
SONOVA N 2. LINIE;SOONE;111687788;CH1116877882;Swiss Shares;;CHF;324.2;-10.66;-38.7;0;;-Market;0;;362.9;20220110;165836.76;332;333.4;323.5;39400;0;0;0;0;0;0;12931200;12931200;Switzerland;International Reporting Standard;Registered share
SPCE N;SPCE;915331;CH0009153310;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|IGSP|IGSTR|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C8700P|C8700T|C8000P|C8000T|SXSLIX|SXSLI|ESCGIP|ESCGIT;USD;14.9;-3.87;-0.6;150;14.7;16.3;998;10.3226;15.5;20220110;91608;14.9;14.9;14.9;263;0;0;0;0;0;0;3918.7;3607.95;Switzerland;Standard for Investment Companies;Registered share
SPEXIS N;SPEX;10621379;CH0106213793;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C4000P|C4000T|C4500P|C4500T|SXSLIX|SXSLI|ESCGIP|ESCGIT;CHF;1.712;-4.68;-0.084;1200;1.66;1.8;4998;8.0925;1.796;20220110;173049;1.8;1.8;1.712;63300;0;0;0;0;0;0;112097.99;112097.99;Switzerland;International Reporting Standard;Registered share
ST GALLER KB N;SGKN;1148406;CH0011484067;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C8300P|C8300T|C8000P|C8000T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT;CHF;438;-0.79;-3.5;747;435;442;126;1.5964;441.5;20220110;173049;442;442;436.5;2897;0;236;7.7402;7.1842;103409;152;1439781;1439781;Switzerland;Swiss Reporting Standard;Registered share
STADLER RAIL N;SRAIL;217818;CH0002178181;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C2000P|C2000T|C2700P|C2700T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET;CHF;40.64;-0.68;-0.28;5;40.5;39.98;6;-1.2922;40.92;20220110;173049;40.74;40.82;40;135674;0;8563;6.2515;5.8837;344786.19;1301;5890709.91;5890709.91;Switzerland;Swiss Reporting Standard;Registered share
STARRAG GROUP N;STGN;236106;CH0002361068;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C2000P|C2000T|C2700P|C2700T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT;CHF;46;-4.17;-2;309;46;48;2504;4.2553;48;20220110;173049;46;46;46;96;0;0;0;0;0;0;4416;4416;Switzerland;Swiss Reporting Standard;Registered share
STRAUMANN N;STMN;1228007;CH0012280076;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SLIFE|SLIFEX|SBIOM|SPIEX|SPIEXX|SBIOMX|SMIMC|SMIM|SMIEXC|SMIEXP|C4000P|C4000T|C4500P|C4500T|SLI|SLIC|SMIMDP|SLIDP|SPISZ|SPIMP|SPIRP|SPIQP|SPIMTP|SPISPE|SPIMPE|SPIRPE|SPIQPE|SPITPE|SPISPC|SPIMPC|SPIRPC|SPIQPC|SPIMTC|SPISPD|SPIMPD|SPIRPD|SPIQPD|SPITPD|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET|SPIEMTP|SPIEQC|SPIEMTC|SPIERC|SPIEMC|SPIEQP|SPIEMP|SPIERP;CHF;1681;-7.36;-133.5;34;+Market;1729;3;;1814.5;20220110;173956.718;1800.5;1823;1672.5;43693;900;5301;12.0095;10.5302;9200127.5;447;86597824.1;86597824.1;Switzerland;International Reporting Standard;Registered share
SULZER N;SUN;3838891;CH0038388911;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C2000P|C2000T|C2700P|C2700T|SXSLIX|SXSLI|SPIVP|SPISZ|SPIMP|SPIRP|SPIRV|SPIMTP|SPIVPE|SPISPE|SPIMPE|SPIRPE|SPIRVE|SPITPE|SPIVPC|SPISPC|SPIMPC|SPIRPC|SPIRVC|SPIMTC|SPIVPD|SPISPD|SPIMPD|SPIRPD|SPIRVD|SPITPD|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET|SPIEMTP|SPIEVC|SPIESZ|SPIEMTC|SPIERC|SPIEMC|SPIERV|SPIESC|SPIEMP|SPIERP|SPIERD|SPIEVP;CHF;86.35;-2.65;-2.35;299;+Market;90;12;;88.7;20220110;173133.844;89;89.05;86;50853;0;286;0.5546;0.5515;24922.97;717;4515810.37;4515810.37;Switzerland;International Reporting Standard;Registered share
SWATCH GROUP I;UHR;1225515;CH0012255151;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXBSX|SXBPX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXBS|SXBP|SNSPIX|SNSPI|SMIEUR|SPIEX|SPIEXX|SMIMC|SMIM|SMIEXC|SMIEXP|C3000P|C3000T|C3700P|C3700T|SLI|SLIC|SMIMDP|SLIDP|SMCEUR|SLCEUR|SLIEUR|SMIUSD|SMCUSD|SLIUSD|SLCUSD|SPIVP|SPIRP|SPIRV|SPIQP|SPIMTP|SPIVPE|SPIRPE|SPIRVE|SPIQPE|SPITPE|SPIVPC|SPIRPC|SPIRVC|SPIQPC|SPIMTC|SPIVPD|SPIRPD|SPIRVD|SPIQPD|SPITPD|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET|SPIEMTP|SPIEVC|SPIEQC|SPIEMTC|SPIERC|SPIERV|SPIEQP|SPIERP|SPIERD|SPIEVP;CHF;295.7;-2.89;-8.8;105;+Market;+Market;70;;304.5;20220110;173842.303;306;309.5;295.3;166165;0;7260;4.3471;4.166;2210687;843;52236269.4;52236269.4;Switzerland;Swiss Reporting Standard;Bearer share
SWATCH GROUP N;UHRN;1225514;CH0012255144;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C3000P|C3000T|C3700P|C3700T|SXSLIX|SXSLI|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET;CHF;56.85;-2.32;-1.35;1;58;+Market;125;0;58.2;20220110;173049;58.35;58.85;56.5;72995;0;5084;6.9067;6.4605;292031.49;615;4518918.54;4518918.54;Switzerland;Swiss Reporting Standard;Registered share
SWISS LIFE HOLDING AG N;SLHN;1485278;CH0014852781;Swiss Shares;SMIC|SPIX|SLCI|SOCI|SLCIX|SOCIX|SXRSX|SSIP|SSIRT|SMI|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SMIEUR|SMIEXC|SMIEXP|C8500P|C8500T|C8000P|C8000T|SLI|SLIC|SMIDVP|SLIDP|SMCEUR|SLCEUR|SLIEUR|SMIUSD|SMCUSD|SLIUSD|SLCUSD|SPIVP|SPIMP|SPIRP|SPILP|SPIMTP|SPIVPE|SPIMPE|SPIRPE|SPILPE|SPITPE|SPIVPC|SPIMPC|SPIRPC|SPILPC|SPIMTC|SPIVPD|SPIMPD|SPIRPD|SPILPD|SPITPD|ESCGIP|ESCGIT|SPI20|SPI2C|ESCGLP|ESCGLT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET|SPIEMTP|SPIEVC|SPIEMTC|SPIERC|SPIEMC|SPIELC|SPIERV|SPIEMP|SPIERP|SPIERD|SPIELP|SPIEVP;CHF;593.4;0.17;1;43;+Market;+Market;45;;592.4;20220110;173049.108;594.8;596.4;588.8;124365;0;6267;4.9695;4.7343;3709607.7;1743;78451129.7;78451129.7;Switzerland;International Reporting Standard;Registered share
SWISS LIFE HOLDING N 2. LINIE;SLHNE;44539526;CH0445395269;Swiss Shares;;CHF;592.2;0.2;1.2;0;-Market;;0;;591;20220110;165142.359;593.8;595.8;592;4500;0;0;0;0;0;0;2672560;2672560;Switzerland;International Reporting Standard;Registered share
SWISS PRIME SITE N;SPSN;803838;CH0008038389;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|SMIMC|SMIM|SMIEXC|SMIEXP|C8700P|C8700T|C8000P|C8000T|SXSLIX|SXSLI|REAL|REALX|SMIMDP|SREAL|SREALX|CHRE|CHREX|CHRES|CHRESX|SDIVI|SDIVIC|SPIVP|SPIRV|SPILP|SPIQP|SPIMTP|SPIVPE|SPIRVE|SPILPE|SPIQPE|SPITPE|SPIVPC|SPIRVC|SPILPC|SPIQPC|SPIMTC|SPIVPD|SPIRVD|SPILPD|SPIQPD|SPITPD|ESCGIP|ESCGIT|RESAL|RESALX|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET|SPIGE|SPIGT|SPIEMTP|SPIEVC|SPIEQC|SPIEMTC|SPIELC|SPIERV|SPIEQP|SPIERD|SPIELP|SPIEVP;CHF;87.1;-1.08;-0.95;35;86.9;+Market;265;0;88.05;20220110;173049;88.1;88.2;86.9;161067;0;4876;3.0187;2.9303;426198.72;457;14526450.52;14526450.52;Switzerland;Standard for Real Estate Companies;Registered share
SWISS RE N;SREN;12688156;CH0126881561;Swiss Shares;SMIC|SPIX|SLCI|SOCI|SLCIX|SOCIX|SXRSX|SSIP|SSIRT|SMI|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SMIEUR|SMIEXC|SMIEXP|C8500P|C8500T|C8000P|C8000T|SLI|SLIC|SMIDVP|SLIDP|SSUSTX|SSUST|SMCEUR|SLCEUR|SLIEUR|SMIUSD|SMCUSD|SLIUSD|SLCUSD|SPIVP|SPIRV|SPIMTP|SPIVPE|SPIRVE|SPITPE|SPIVPC|SPIRVC|SPIMTC|SPIVPD|SPIRVD|SPITPD|ESCGIP|ESCGIT|SPI20|SPI2C|ESCGLP|ESCGLT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET|SPIEMTP|SPIEVC|SPIEMTC|SPIERV|SPIERD|SPIEVP;CHF;95;0.7;0.66;418;+Market;+Market;409;;94.34;20220110;173049.108;94.62;95.28;94;1218550;0;46179;3.766;3.6293;4359524.18;7648;120428748.34;120428748.34;Switzerland;International Reporting Standard;Registered share
Swiss Steel Holding AG;STLN;579566;CH0005795668;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C1000P|C1000T|C1700P|C1700T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT;CHF;0.332;-3.77;-0.013;12000;0.3355;0.3355;50000;0;0.345;20220110;173049;0.34;0.34;0.33;809802;0;40221;4.8186;4.5971;13465.31;24901;291272.47;291272.47;Switzerland;International Reporting Standard;Registered share
SWISSCOM N;SCMN;874251;CH0008742519;Swiss Shares;SMIC|SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SMI|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SMIEUR|SMIEXC|SMIEXP|C6000P|C6000T|C6500P|C6500T|SLI|SLIC|SMIDVP|SLIDP|SDIVI|SDIVIC|SSUSTX|SSUST|SMCEUR|SLCEUR|SLIEUR|SMIUSD|SMCUSD|SLIUSD|SLCUSD|SPIVP|SPIRP|SPIRV|SPILP|SPIQP|SPIMTP|SPIVPE|SPIRPE|SPIRVE|SPILPE|SPIQPE|SPITPE|SPIVPC|SPIRPC|SPIRVC|SPILPC|SPIQPC|SPIMTC|SPIVPD|SPIRPD|SPIRVD|SPILPD|SPIQPD|SPITPD|ESCGIP|ESCGIT|SPI20|SPI2C|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET|SPIGE|SPIGT|SPIEMTP|SPIEVC|SPIEQC|SPIEMTC|SPIELC|SPIERV|SPIEQP|SPIERD|SPIELP|SPIEVP;CHF;519.6;1.37;7;2;+Market;519.8;5;;512.6;20220110;173126.724;513;519.6;512.2;111728;0;8319;7.4294;6.9156;4308387.8;246;62286436.8;62286436.8;Switzerland;International Reporting Standard;Registered share
SWISSQUOTE N;SQN;1067586;CH0010675863;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C8700P|C8700T|C8000P|C8000T|SXSLIX|SXSLI|ESCGIP|ESCGIT;CHF;177.4;-5.84;-11;296;+Market;177.4;40;;188.4;20220110;173514.088;189.8;191.8;176;86391;0;4435;5.0775;4.8322;802860.3;955;16623598.9;16623598.9;Switzerland;International Reporting Standard;Registered share
TECAN GROUP AG N;TECN;1210019;CH0012100191;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SLIFE|SLIFEX|SBIOM|SPIEX|SPIEXX|SBIOMX|SMIMC|SMIM|SMIEXC|SMIEXP|C4000P|C4000T|C4500P|C4500T|SXSLIX|SXSLI|SMIMDP|SPISZ|SPIMP|SPIRP|SPILP|SPIQP|SPIMTP|SPISPE|SPIMPE|SPIRPE|SPILPE|SPIQPE|SPITPE|SPISPC|SPIMPC|SPIRPC|SPILPC|SPIQPC|SPIMTC|SPISPD|SPIMPD|SPIRPD|SPILPD|SPIQPD|SPITPD|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET|SPIGE|SPIGT|SPIEMTP|SPIESZ|SPIEQC|SPIEMTC|SPIERC|SPIEMC|SPIELC|SPIEQP|SPIESC|SPIEMP|SPIERP|SPIELP;CHF;460.6;-3.36;-16;7;456;+Market;250;0;476.6;20220110;173345.396;477;477;456.4;27497;0;1404;5.0704;4.8257;647681.5;193;13456375.9;13456375.9;Switzerland;International Reporting Standard;Registered share
TEMENOS N;TEMN;1245391;CH0012453913;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|SMIMC|SMIM|SMIEXC|SMIEXP|C9500P|C9500T|C9000P|C9000T|SLI|SLIC|SMIMDP|SLIDP|SSUSTX|SSUST|SLCEUR|SLIEUR|SLIUSD|SLCUSD|SPISZ|SPIQP|SPIMTP|SPISPE|SPIQPE|SPITPE|SPISPC|SPIQPC|SPIMTC|SPISPD|SPIQPD|SPITPD|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET|SPIEMTP|SPIESZ|SPIEQC|SPIEMTC|SPIERV|SPIEQP|SPIESC|SPIERD;CHF;117.2;-2.82;-3.4;234;+Market;117.5;19;;120.6;20220110;173049;120.55;120.85;116.6;196293;0;14573;7.4123;6.9008;1725199.39;313;24968568.54;24968568.54;Switzerland;International Reporting Standard;Registered share
THURGAUER KB PS;TKBP;23135110;CH0231351104;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXBPX|SXPCX|SSIP|SSIRT|SXGE|SXBP|SXPC|SNSPIX|SNSPI|SPIEX|SPIEXX|C8300P|C8300T|C8000P|C8000T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT;CHF;106;-1.85;-2;817;106;107.5;200;1.4052;108;20220110;173049;106.5;107;106;2879;0;0;0;0;0;0;305807;305807;Switzerland;Swiss Reporting Standard;Participation certificate
TITL BN BERG N;TIBN;52704495;CH0527044959;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C5000P|C5000T|C5700P|C5700T|SXSLIX|SXSLI|ESCGIP|ESCGIT;CHF;45.9;-0.22;-0.1;555;45.9;47;25;2.3681;46;20220110;173049;46;46.3;45.9;1096;0;0;0;0;0;0;50378.6;50378.6;Switzerland;Swiss Reporting Standard;Registered share
TORNOS N;TOHN;1160768;CH0011607683;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C2000P|C2000T|C2700P|C2700T|SXSLIX|SXSLI|ESCGIP|ESCGIT;CHF;7;-1.27;-0.09;6850;7;7.1;1499;1.4184;7.09;20220110;173049;7;7.09;7;7026;0;0;0;0;0;0;49228.18;49228.18;Switzerland;Swiss Reporting Standard;Registered share
TX GROUP N;TXGN;1117825;CH0011178255;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C5000P|C5000T|C5500P|C5500T|SXSLIX|SXSLI|ESCGIP|ESCGIT;CHF;142.8;-5.93;-9;15;142.8;149;100;4.2495;151.8;20220110;173049.04;150.8;150.8;142.6;5557;0;86;1.5476;1.524;12503.3;0;820192.9;820192.9;Switzerland;International Reporting Standard;Registered share
U-BLOX N;UBXN;3336167;CH0033361673;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C9500P|C9500T|C9000P|C9000T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET;CHF;66.35;-2.07;-1.4;150;65.9;70.55;170;6.8157;67.75;20220110;173049;67.5;68;65.65;27069;0;3987;14.6146;12.7511;264889.74;212;2081433.44;2081433.44;Switzerland;International Reporting Standard;Registered share
